merchant,vertical,tier,seasonality,peak_months,engagement_month_label,engagement_month_sort,engagement_date,engagement_type,priority,owner,fy26_fc_gmv,status,next_action,leadership_flag,playbook
Sigma Canada,Photography & Services,Tier 2,holiday,"Nov, Dec",Aug 2026,2026-08,2026-08-01,T-12 to T-8 planning,Critical,Lynda Khouildi,"$346,413",Planned,Confirm promo economics and homepage placement,Yes,Holiday gifting and creator equipment spikes
Softmoc,Retail / Multi,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Aug 2026,2026-08,2026-08-01,T-12 to T-8 planning,Critical,Cathryn Felton,XX,Planned,Confirm promo economics and homepage placement,Yes,BTS / holiday merchandising and offer coordination
Sparx Hockey,Sports & Outdoor,Tier 2,holiday,"Nov, Dec",Aug 2026,2026-08,2026-08-01,T-12 to T-8 planning,Critical,Lynda Khouildi,"$897,485",Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
Speedy Glass,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Aug 2026,2026-08,2026-08-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,$416.25,Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Sunday Furniture Ltd,Furniture & Home,Tier 2,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Aug 2026,2026-08,2026-08-01,T-12 to T-8 planning,Critical,Lynda Khouildi,"$519,933",Planned,Confirm promo economics and homepage placement,Yes,Spring refresh / move season / holiday big-ticket financing
Tdot Performance,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Aug 2026,2026-08,2026-08-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$805,141",Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Technocart.ca,Other,Tier 2,holiday,"Nov, Dec",Aug 2026,2026-08,2026-08-01,T-12 to T-8 planning,Critical,Saagar Chugh,$1.13M,Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
Technoid Inc.,Other,Tier 2,holiday,"Nov, Dec",Aug 2026,2026-08,2026-08-01,T-12 to T-8 planning,Critical,Saagar Chugh,$1.42M,Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
The Camera Store,Photography & Services,Tier 2,holiday,"Nov, Dec",Aug 2026,2026-08,2026-08-01,T-12 to T-8 planning,Critical,Cathryn Felton,$1.14M,Planned,Confirm promo economics and homepage placement,Yes,Holiday gifting and creator equipment spikes
The Vision Clinic,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Aug 2026,2026-08,2026-08-01,T-12 to T-8 planning,Critical,Cathryn Felton,"$1,037",Planned,Confirm promo economics and homepage placement,Yes,New Year / pre-summer treatment package financing
Thermomix,Appliances,Tier 2,holiday,"Nov, Dec",Aug 2026,2026-08,2026-08-01,T-12 to T-8 planning,Critical,Lynda Khouildi,$2.22M,Planned,Confirm promo economics and homepage placement,Yes,Spring reno / holiday appliance promo planning
Thermomix TM4U,Appliances,Tier 2,"spring_home, holiday","Apr, May, Nov, Dec",Aug 2026,2026-08,2026-08-01,T-12 to T-8 planning,Critical,Lynda Khouildi,"$711,833",Planned,Confirm promo economics and homepage placement,Yes,Spring reno / holiday appliance promo planning
Tire Connect,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Aug 2026,2026-08,2026-08-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$253,691",Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Transformer Table,Furniture & Home,Tier 2,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Aug 2026,2026-08,2026-08-01,T-12 to T-8 planning,Critical,Lynda Khouildi,"$195,320",Planned,Confirm promo economics and homepage placement,Yes,Spring refresh / move season / holiday big-ticket financing
Trevi Siege Social,Appliances,Tier 2,"spring_home, holiday","Apr, May, Nov, Dec",Aug 2026,2026-08,2026-08-01,T-12 to T-8 planning,Critical,Saagar Chugh,"$3,137",Planned,Confirm promo economics and homepage placement,Yes,Spring reno / holiday appliance promo planning
Uniway Computers,Other,Tier 2,holiday,"Nov, Dec",Aug 2026,2026-08,2026-08-01,T-12 to T-8 planning,Critical,Saagar Chugh,$2.68M,Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
Utopia Spa Centre,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Aug 2026,2026-08,2026-08-01,T-12 to T-8 planning,Critical,Cathryn Felton,"$441,968",Planned,Confirm promo economics and homepage placement,Yes,New Year / pre-summer treatment package financing
VOGUE CLUB,Other,Tier 2,holiday,"Nov, Dec",Aug 2026,2026-08,2026-08-01,T-12 to T-8 planning,Critical,Lynda Khouildi,"$1,737",Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
Vogue Optical,Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Aug 2026,2026-08,2026-08-01,T-12 to T-8 planning,Critical,Cathryn Felton,"$14,295",Planned,Confirm promo economics and homepage placement,Yes,New Year / pre-summer treatment package financing
Wingbuddy,Other,Tier 2,holiday,"Nov, Dec",Aug 2026,2026-08,2026-08-01,T-12 to T-8 planning,Critical,Cathryn Felton,XX,Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
http://technocart.ca,Other,Tier 2,holiday,"Nov, Dec",Aug 2026,2026-08,2026-08-01,T-12 to T-8 planning,Critical,,,Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
iDrinkCoffee,Appliances,Tier 2,holiday,"Nov, Dec",Aug 2026,2026-08,2026-08-01,T-12 to T-8 planning,Critical,Lynda Khouildi,"$509,648",Planned,Confirm promo economics and homepage placement,Yes,Spring reno / holiday appliance promo planning
Goodmorning.com,Sleep,Tier 0,"spring_home, labour_day, holiday","Apr, May, Sep, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Cathryn Felton,$3.44M,Planned,Confirm promo economics and homepage placement,Yes,Spring / Labour Day / holiday mattress and bedding push
Linen Chest,Furniture & Home,Tier 0,"spring_home, holiday, boxing_day","Apr, May, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Cathryn Felton,"$965,876",Planned,Confirm promo economics and homepage placement,Yes,Spring refresh / move season / holiday big-ticket financing
Rona,Home Improvement,Tier 0,"spring_home, summer_home, holiday","Apr, May, Jun, Jul, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Alex Utting,,Planned,Confirm promo economics and homepage placement,Yes,Spring reno / summer outdoor / holiday tools
Samsung,Electronics & Wireless,Tier 0,"bts, holiday","Aug, Sep, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Alex Utting,,Planned,Confirm promo economics and homepage placement,Yes,BTS / holiday device and accessory financing
Sleep Country,Sleep,Tier 0,"spring_home, labour_day, holiday","Apr, May, Sep, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Alex Utting,,Planned,Confirm promo economics and homepage placement,Yes,Spring / Labour Day / holiday mattress and bedding push
Structube,Furniture & Home,Tier 0,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Alex Utting,,Planned,Confirm promo economics and homepage placement,Yes,Spring refresh / move season / holiday big-ticket financing
Canac,Home Improvement,Tier 1,"spring_home, summer_home, holiday","Apr, May, Jun, Jul, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Cathryn Felton,$1.24M,Planned,Confirm promo economics and homepage placement,Yes,Spring reno / summer outdoor / holiday tools
Canon,Electronics & Wireless,Tier 1,"bts, holiday","Aug, Sep, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Cathryn Felton,$2.55M,Planned,Confirm promo economics and homepage placement,Yes,BTS / holiday device and accessory financing
Clutch,Auto,Tier 1,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,High,Cathryn Felton,$1.42M,Planned,Lock creative and launch checklist,No,Spring upgrade / winter prep parts and service financing
Cozey,Furniture & Home,Tier 1,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Alex Utting,,Planned,Confirm promo economics and homepage placement,Yes,Spring refresh / move season / holiday big-ticket financing
EQ3,Furniture & Home,Tier 1,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Cathryn Felton,"$974,442",Planned,Confirm promo economics and homepage placement,Yes,Spring refresh / move season / holiday big-ticket financing
GE Applicances,Appliances,Tier 1,"spring_home, holiday","Apr, May, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$483,558",Planned,Confirm promo economics and homepage placement,Yes,Spring reno / holiday appliance promo planning
JYSK,Furniture & Home,Tier 1,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$445,946",Planned,Confirm promo economics and homepage placement,Yes,Spring refresh / move season / holiday big-ticket financing
Jump+,Electronics & Wireless,Tier 1,"bts, holiday","Aug, Sep, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Saagar Chugh,$6.47M,Planned,Confirm promo economics and homepage placement,Yes,BTS / holiday device and accessory financing
LG Canada,Appliances,Tier 1,"spring_home, holiday","Apr, May, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Saagar Chugh,$6.75M,Planned,Confirm promo economics and homepage placement,Yes,Spring reno / holiday appliance promo planning
MUST,Furniture & Home,Tier 1,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$6,415",Planned,Confirm promo economics and homepage placement,Yes,Spring refresh / move season / holiday big-ticket financing
Maison Corbeil,Furniture & Home,Tier 1,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$10,281",Planned,Confirm promo economics and homepage placement,Yes,Spring refresh / move season / holiday big-ticket financing
MedSpa Partners,Aesthetics / Medical,Tier 1,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Cathryn Felton,"$781,843",Planned,Confirm promo economics and homepage placement,Yes,New Year / pre-summer treatment package financing
Nissan Stores,Auto,Tier 1,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,High,Lynda Khouildi,"$350,648",Planned,Lock creative and launch checklist,No,Spring upgrade / winter prep parts and service financing
Skin Vitality,Aesthetics / Medical,Tier 1,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Cathryn Felton,$2.10M,Planned,Confirm promo economics and homepage placement,Yes,New Year / pre-summer treatment package financing
Urban Barn,Furniture & Home,Tier 1,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Cathryn Felton,$1.89M,Planned,Confirm promo economics and homepage placement,Yes,Spring refresh / move season / holiday big-ticket financing
1010 Tires,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$681,828",Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
10191856 Manitoba Inc.,Other,Tier 2,holiday,"Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Saagar Chugh,"$10,403",Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
14705301 Canada Inc.,Other,Tier 2,holiday,"Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Saagar Chugh,$517.81,Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
3D Printing Canada,Other,Tier 2,holiday,"Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$421,269",Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
Account,Other,Tier 2,holiday,"Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,CSM,FY26 FC GMV,Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
Action Car and Truck Accessories,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$154,601",Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Al Madina Jewellers Inc,Jewelry,Tier 2,holiday,"Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$324,284",Planned,Confirm promo economics and homepage placement,Yes,Holiday gifting and event-driven conversion
Apollo MVMT,Other,Tier 2,holiday,"Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$345,302",Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
Ashley Home Store,Furniture & Home,Tier 2,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Saagar Chugh,"$430,215",Planned,Confirm promo economics and homepage placement,Yes,Spring refresh / move season / holiday big-ticket financing
Bells of Steel,Fitness & Mobility,Tier 2,"new_year, holiday","Jan, Feb, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$389,879",Planned,Confirm promo economics and homepage placement,Yes,New Year / spring / holiday equipment financing
Bowers & Wilkins,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$116,437",Planned,Confirm promo economics and homepage placement,Yes,BTS / holiday device and accessory financing
Browns Shoes,Retail / Multi,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Cathryn Felton,"$939,763",Planned,Confirm promo economics and homepage placement,Yes,BTS / holiday merchandising and offer coordination
Camera Canada,Photography & Services,Tier 2,holiday,"Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Cathryn Felton,$1.99M,Planned,Confirm promo economics and homepage placement,Yes,Holiday gifting and creator equipment spikes
Canada Wheels,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,$1.01M,Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Canadian Jewellers Association (CJA),Jewelry,Tier 2,holiday,"Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Cathryn Felton,$3.61M,Planned,Confirm promo economics and homepage placement,Yes,Holiday gifting and event-driven conversion
Canadian Outlet,Other,Tier 2,holiday,"Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Saagar Chugh,$1.11M,Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
Canadian Photography School,Photography & Services,Tier 2,holiday,"Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Cathryn Felton,"$590,936",Planned,Confirm promo economics and homepage placement,Yes,Holiday gifting and creator equipment spikes
Canadian Tire (Pending),Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Medium,Alex Utting,,Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Carte Blanche,Other,Tier 2,holiday,"Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$12,943",Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
Cellcom Communication,Other,Tier 2,holiday,"Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Saagar Chugh,"$199,410",Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
Cellcom Communications,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Saagar Chugh,$4.30M,Planned,Confirm promo economics and homepage placement,Yes,BTS / holiday device and accessory financing
Charm Diamonds,Jewelry,Tier 2,holiday,"Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$120,916",Planned,Confirm promo economics and homepage placement,Yes,Holiday gifting and event-driven conversion
Clinique Opto de la Haute-Gatineau Inc (2),Other,Tier 2,holiday,"Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$5,763",Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
Clinique Visuelle O.C.M. Inc. (131),Other,Tier 2,holiday,"Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$16,719",Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
Clinique d'ophtalmologie COI Laval Inc. (410),Aesthetics / Medical,Tier 2,"new_year, pre_summer_aesthetic, holiday","Jan, Feb, Apr, May, Jun, Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Lynda Khouildi,"$84,240",Planned,Confirm promo economics and homepage placement,Yes,New Year / pre-summer treatment package financing
Contacts Express,Other,Tier 2,holiday,"Nov, Dec",Sep 2026,2026-09,2026-09-01,T-8 to T-4 launch prep,Critical,Cathryn Felton,"$2,610",Planned,Confirm promo economics and homepage placement,Yes,General seasonal planning cadence
